x1,x2,y1,y2
11.07629189829556,12.43001734701856,-67.28602677259818,-66.83875121763987
12.43001734701856,15.078634130707233,-66.83875121763987,-66.69082750917359
11.07629189829556,7.146418160119267,-67.28602677259818,-65.0011456040242
2.28553161107837,3.0390739755795737,-67.19765840979018,-66.27373313847806
3.0390739755795737,4.866394035418358,-66.27373313847806,-64.82382657340294
7.146418160119267,4.866394035418358,-65.0011456040242,-64.82382657340294
49.490852376551324,50.40917825252347,-50.69608779399417,-48.06667325344783
50.40917825252347,51.38766664669021,-48.06667325344783,-47.20504838190273
-37.96359320973005,-42.08003391644769,-20.348359100421675,-21.98049707540609
-19.795542328282817,-20.03729586642256,1.6480773575244794,4.133600690866544
-12.90563233761353,-11.983480962461886,-59.861401018766514,-60.51276558222548
2.28553161107837,-1.283738942464868,-67.19765840979018,-68.28799542972386
15.078634130707233,15.62306029727698,-66.69082750917359,-66.43083793237948
-38.96956042761807,-37.269261216073396,-45.586660828541824,-44.442165724085086
-37.269261216073396,-36.57121877400416,-44.442165724085086,-43.4270409151782
-43.01708979594337,-44.35200733144436,-34.1739658488577,-34.14021252765417
-46.83802239539982,-45.16040540306684,-28.382527140934602,-32.10913068269133
-44.35200733144436,-45.16040540306684,-34.14021252765417,-32.10913068269133
-21.9132907837001,-23.286213283190705,27.739212990538707,29.635220638762707
-23.286213283190705,-25.16573023881704,29.635220638762707,31.749504426812393
49.490852376551324,47.85829115309235,-50.69608779399417,-51.5384003354165
46.474809559976386,46.89577413160841,-52.73761574777402,-52.33136778913798
47.85829115309235,46.89577413160841,-51.5384003354165,-52.33136778913798
4.587473796341884,1.8212674505416961,-33.01497188197227,-31.724085133118944
4.136006500989305,3.533115758402263,-27.044275398782492,-27.43130231078253
4.136006500989305,4.863518749166813,-27.044275398782492,-26.82804335329467
1.8212674505416961,3.533115758402263,-31.724085133118944,-27.43130231078253
7.024421006446692,6.528178365227742,-32.085454062378425,-28.704093714116567
4.863518749166813,6.528178365227742,-26.82804335329467,-28.704093714116567
8.268650578066977,7.024421006446692,-32.61061209985323,-32.085454062378425
39.10565187643128,39.16792001450755,4.836166619723816,5.716576489694712
-32.28545587963832,-37.21848219509146,-6.332549286627069,-8.667489553383692
-37.21848219509146,-38.76826529349264,-8.667489553383692,-9.488783038630487
9.587840260079016,9.81348936688081,-2.4352137137147936,-2.151509110592526
9.587840260079016,6.986939674070606,-2.4352137137147936,-3.3718910044460197
6.03857156366884,6.986939674070606,-3.061016586031518,-3.3718910044460197
-34.036691861856305,-36.37052035262187,-73.8463824390596,-72.49912577551522
-3.8100947060821233,-6.279012809800915,-65.5706565276905,-64.25928657074195
-3.8100947060821233,-1.283738942464868,-65.5706565276905,-68.28799542972386
16.439516023926057,16.4571226908697,-64.02610988626921,-64.48314311968042
16.4571226908697,15.705740964821803,-64.48314311968042,-66.21234855008242
-37.96359320973005,-35.870126166994375,-20.348359100421675,-22.159369258889853
-29.120933242775063,-30.104258216646915,-16.554485922925625,-21.478557577222432
-31.785712048147598,-33.46254611017891,-28.5325995067388,-27.199285822773874
-33.46254611017891,-35.13253027050965,-27.199285822773874,-25.480096834554175
-35.870126166994375,-35.73017979835178,-22.159369258889853,-23.177583066790376
-42.08003391644769,-43.38556339792274,-21.98049707540609,-24.280949796209217
-43.65293255474087,-43.38556339792274,-24.698603369139345,-24.280949796209217
-46.83802239539982,-43.65293255474087,-28.382527140934602,-24.698603369139345
-45.55682888073642,-46.519698129782185,30.12193791562484,30.43304944834948
-37.67081740647054,-37.82022789069707,19.182554781871936,18.909027770852287
-37.82022789069707,-39.547800885852034,18.909027770852287,9.928832251963875
-20.45311627944093,-20.78485994634323,-57.64812059180562,-61.07344507069272
-20.78485994634323,-20.740223036958845,-61.07344507069272,-61.215273691705626
-15.111447885308026,-13.84133055136666,-55.84435314901431,-58.904738066631346
-12.90563233761353,-12.909838064758931,-59.861401018766514,-59.85499098170592
-13.84133055136666,-12.909838064758931,-58.904738066631346,-59.85499098170592
57.72577306685821,57.02928478086393,31.842555172897175,31.694028431985547
51.08101817350823,52.17751379797277,34.822156261095365,34.090599986141434
57.02928478086393,55.03263747150228,31.694028431985547,32.31418591202307
52.17751379797277,55.03263747150228,34.090599986141434,32.31418591202307
-60.028878803388736,-60.96418996583533,-20.105229845132897,-15.752563045548708
-60.96418996583533,-62.49860642823761,-15.752563045548708,-11.384310721484239
-55.91233682948142,-49.198849069300216,-22.605306607124962,-16.93179447570743
-49.39064046041936,-49.2066285453603,-15.702815187516329,-16.804173133965598
-49.198849069300216,-49.2066285453603,-16.93179447570743,-16.804173133965598
5.635400010723156,4.587473796341884,-38.258417760948355,-33.01497188197227
5.635400010723156,6.572901639302379,-38.258417760948355,-39.06358213798872
6.572901639302379,7.0748953933783305,-39.06358213798872,-39.13387832567619
8.268650578066977,10.214873923624612,-32.61061209985323,-35.819089224513995
55.207562714767064,55.83862784447613,-18.02766145429164,-18.30891626039644
48.430583813928834,53.23011729323787,-11.122880007513368,-9.271619710860524
53.23011729323787,57.023911061525105,-9.271619710860524,-9.599069059910567
4.863518749166813,6.055864047175094,-26.82804335329467,-25.261996295485684
9.81348936688081,12.964555177179891,-2.151509110592526,-0.4755842421810821
12.964555177179891,14.857136986917448,-0.4755842421810821,-1.535270889587539
4.4023353850699545,3.4515160749569835,-3.2613806230550746,-3.216593891566606
-1.7052186949654278,-4.629207649559929,-2.6166478994730755,-4.077658733166703
-1.7052186949654278,-0.9420877043484219,-2.6166478994730755,-2.8477581624084793
-4.646634105702058,-4.629207649559929,-4.107540207936426,-4.077658733166703
-0.9420877043484219,-0.4212960811086951,-2.8477581624084793,-3.066488786302987
