0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
54.3069574309842,-81.46278537156131,54.3069574309842,-81.46278537156131,55.038454336172116,-80.0786140672094,55.038454336172116,-80.0786140672094,61.0648963525975,-79.35654916574194,61.0648963525975,-79.35654916574194,62.88458137216379,-81.5893616371995,62.88458137216379,-81.5893616371995,63.039452902483944,-82.1118944983081,63.039452902483944,-82.1118944983081,62.450925362852544,-83.5420172845867,62.450925362852544,-83.5420172845867,54.4662683301071,-82.84082058298878,54.4662683301071,-82.84082058298878,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.450925362852544,-83.5420172845867,62.450925362852544,-83.5420172845867,63.039452902483944,-82.1118944983081,63.039452902483944,-82.1118944983081,69.00653983420337,-81.39417199236543,69.00653983420337,-81.39417199236543,69.09501718458402,-88.5508785263027,69.09501718458402,-88.5508785263027,62.403669558511545,-86.80982574374363,62.403669558511545,-86.80982574374363,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.7515996626766,-75.70953658796435,65.7515996626766,-75.70953658796435,69.17350894597261,-74.9371165565275,69.17350894597261,-74.9371165565275,70.90460941779347,-76.88390008503399,70.90460941779347,-76.88390008503399,69.66253502885266,-81.09319979025335,69.66253502885266,-81.09319979025335,69.19460362176021,-81.34564885796793,69.19460362176021,-81.34564885796793,69.00653983420337,-81.39417199236543,69.00653983420337,-81.39417199236543,63.039452902483944,-82.1118944983081,63.039452902483944,-82.1118944983081,62.88458137216379,-81.5893616371995,62.88458137216379,-81.5893616371995,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.2794931163083,-75.36260891956127,60.2794931163083,-75.36260891956127,63.3248754020307,-71.77787118316036,63.3248754020307,-71.77787118316036,65.7515996626766,-75.70953658796435,65.7515996626766,-75.70953658796435,62.88458137216379,-81.5893616371995,62.88458137216379,-81.5893616371995,61.0648963525975,-79.35654916574194,61.0648963525975,-79.35654916574194,59.698283014545254,-76.8713894823605,59.698283014545254,-76.8713894823605,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.709804892775786,-83.9861402261602,53.709804892775786,-83.9861402261602,54.38783851485783,-82.9289412670376,54.38783851485783,-82.9289412670376,54.4662683301071,-82.84082058298878,54.4662683301071,-82.84082058298878,62.450925362852544,-83.5420172845867,62.450925362852544,-83.5420172845867,62.403669558511545,-86.80982574374363,62.403669558511545,-86.80982574374363,62.079707650405794,-87.43867886343267,62.079707650405794,-87.43867886343267,58.44494104042406,-87.49270306717013,58.44494104042406,-87.49270306717013,54.69033861680722,-85.54507508880025,54.69033861680722,-85.54507508880025,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.13516856685047,-75.79645900127211,55.13516856685047,-75.79645900127211,55.3139387391697,-75.71351588006685,55.3139387391697,-75.71351588006685,59.698283014545254,-76.8713894823605,59.698283014545254,-76.8713894823605,61.0648963525975,-79.35654916574194,61.0648963525975,-79.35654916574194,55.038454336172116,-80.0786140672094,55.038454336172116,-80.0786140672094,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.388439147259845,-77.89319025234319,50.388439147259845,-77.89319025234319,51.59807785701243,-75.80695912289727,51.59807785701243,-75.80695912289727,55.13516856685047,-75.79645900127211,55.13516856685047,-75.79645900127211,55.038454336172116,-80.0786140672094,55.038454336172116,-80.0786140672094,54.3069574309842,-81.46278537156131,54.3069574309842,-81.46278537156131,50.477649962199834,-78.38856302339593,50.477649962199834,-78.38856302339593,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.695652265090786,-80.91909050032665,49.695652265090786,-80.91909050032665,50.477649962199834,-78.38856302339593,50.477649962199834,-78.38856302339593,54.3069574309842,-81.46278537156131,54.3069574309842,-81.46278537156131,54.4662683301071,-82.84082058298878,54.4662683301071,-82.84082058298878,54.38783851485783,-82.9289412670376,54.38783851485783,-82.9289412670376,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.543604329416116,-53.463445541671184,28.543604329416116,-53.463445541671184,40.722759100904554,-46.94473753734193,40.722759100904554,-46.94473753734193,38.02300559746823,-56.109999912559516,38.02300559746823,-56.109999912559516,37.803849346865974,-56.15526078369818,37.803849346865974,-56.15526078369818,29.595506678519605,-56.42346306660829,29.595506678519605,-56.42346306660829,29.700707018495464,-54.283978607997085,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.595506678519605,-56.42346306660829,29.595506678519605,-56.42346306660829,29.57508482728185,-56.57129703017299,29.57508482728185,-56.57129703017299,24.70235469388469,-57.88186597248693,24.70235469388469,-57.88186597248693,20.748380728938347,-58.27551536543844,20.748380728938347,-58.27551536543844,20.276263605798434,-57.71272445715333,20.276263605798434,-57.71272445715333,22.953782593059756,-51.860250351171175,22.953782593059756,-51.860250351171175,27.540025556719023,-52.20168955668601,27.540025556719023,-52.20168955668601,28.543604329416116,-53.463445541671184,28.543604329416116,-53.463445541671184,29.700707018495464,-54.283978607997085,#f2fae5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
