x1,x2,y1,y2
28.543604329416116,29.595506678519605,-53.463445541671184,-56.42346306660829
8.008892863186894,8.996356556309799,0.7077770632206123,4.155457159048531
10.2524065447045,11.247263450265855,-1.4524369219989264,-0.9168647216233021
-43.9761007869561,-45.61154940404156,-1.4188163197933674,-2.5926648487563133
-43.9761007869561,-42.18130700386424,-1.4188163197933674,-0.05645081973879057
-45.61154940404156,-49.15814643243453,-2.5926648487563133,-2.7849098841185644
-38.7891256023395,-42.900024048405584,12.119875777417644,14.762282290818646
-38.7891256023395,-36.69257772968169,12.119875777417644,9.650733662169747
-36.69257772968169,-36.59352078899827,9.650733662169747,8.837199768762202
-36.59352078899827,-36.44072695180569,8.837199768762202,5.775745213170914
-36.79927820858546,-36.44072695180569,4.611137646765857,5.775745213170914
-3.916060571464299,-4.7994977987110214,15.590668943041987,16.043938111870787
-38.12599536895154,-37.0399083630359,-11.85585975580975,-9.110774153290645
-31.608960503782164,-30.885960596914238,-4.145725373597308,-4.459972224475063
-37.0399083630359,-35.092272687127995,-9.110774153290645,-4.984147462495106
-30.885960596914238,-29.928245762175944,-4.459972224475063,-6.860998343919367
-29.867003985294936,-29.928245762175944,-7.258341984475331,-6.860998343919367
-73.25731758296789,-72.74819169251727,-14.031748839360315,-13.65176058057835
-72.74819169251727,-72.0622701582108,-13.65176058057835,-13.003173061834612
50.323368677887856,46.840598351477134,24.583005503018715,21.05867187178019
4.386567215067927,4.7474430116329245,-0.7848032363807891,-0.23919559125453205
4.386567215067927,2.7584245499760573,-0.7848032363807891,-4.214151493376762
8.008892863186894,5.819254451614532,0.7077770632206123,0.2971920326448685
2.7584245499760573,3.2748276471205697,-4.214151493376762,-4.411005214273341
4.7474430116329245,5.819254451614532,-0.23919559125453205,0.2971920326448685
-13.542674953869193,-6.695339369547678,-81.74113703020306,-79.77100714725715
-6.695339369547678,-6.575915566324996,-79.77100714725715,-79.75918448152841
55.776264200336314,56.63458687879641,-14.899713019388404,-19.718089181035342
55.776264200336314,55.6491123356271,-14.899713019388404,-13.932917230451022
55.6491123356271,58.13401937932534,-13.932917230451022,-10.12669618688565
-42.18130700386424,-36.38266130515238,-0.05645081973879057,-4.188199161990138
-62.994055557552684,-61.675456414558035,-5.36789522733878,-5.2879509521576376
-65.4311921504461,-66.69351950692301,-7.6685557216527025,-8.362319242372987
-65.4311921504461,-62.994055557552684,-7.6685557216527025,-5.36789522733878
-31.608960503782164,-32.023185253915386,-4.145725373597308,-2.159429693554654
-40.72897846406764,-41.27472478611016,19.310372477355656,19.08110782340938
-41.27472478611016,-42.27258902048161,19.08110782340938,16.16883638449504
-36.79927820858546,-34.849631044332824,4.611137646765857,3.248291188724831
0.7063726653732085,2.7584245499760573,-4.784934164572782,-4.214151493376762
-66.69351950692301,-67.36060981532748,-8.362319242372987,-9.186185117357981
-38.12599536895154,-41.46603392354968,-11.85585975580975,-13.16339519637533
-41.46603392354968,-42.23245196311766,-13.16339519637533,-14.268420570762963
-42.42017150336799,-42.23245196311766,-15.180484510630535,-14.268420570762963
-51.09735264943933,-46.999270964227165,26.410140871213162,26.311212810649735
-67.36060981532748,-69.02874333372098,-9.186185117357981,-10.89072125288546
-72.0622701582108,-71.28813723133682,-13.003173061834612,-12.55696596266996
-69.02874333372098,-69.2481641782085,-10.89072125288546,-11.086936230084877
-71.28813723133682,-69.2481641782085,-12.55696596266996,-11.086936230084877
-23.267778367096383,-26.268495243400647,-50.247874029616476,-46.266968845782166
-26.55948241685989,-26.708163626531668,-41.5510013520287,-42.86952135632583
19.08168461796326,18.22517191121281,-37.797334249157075,-39.738262640541656
15.617305888790108,16.950949140862893,0.16926841648039748,0.7830110490523543
9.60972056410969,10.2524065447045,-5.006892174050382,-1.4524369219989264
11.247263450265855,15.617305888790108,-0.9168647216233021,0.16926841648039748
17.261165498843887,17.051632943790548,4.084791951300572,0.8391774168420918
17.051632943790548,16.950949140862893,0.8391774168420918,0.7830110490523543
9.781477802382215,8.744643937775077,9.422919567366089,10.831420506688701
10.058775272806928,9.950683415233744,15.586764879396062,15.544216202722911
8.844197817155372,8.996356556309799,4.4204930796352855,4.155457159048531
8.844197817155372,8.926840427787365,4.4204930796352855,5.396080266942675
21.842206832057084,21.794174513883092,-87.55696208323016,-86.75412729005443
21.794174513883092,22.557261291339465,-86.75412729005443,-83.71421025258013
27.885923711293486,29.168865256097067,-64.4350490114594,-63.25772694405718
29.595506678519605,29.57508482728185,-56.42346306660829,-56.57129703017299
29.57508482728185,29.562915578658064,-56.57129703017299,-56.97448245170051
