0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142
72.53815504550897,-67.28776061255833,72.53815504550897,-67.28776061255833,76.0848658669974,-67.00983935752505,76.0848658669974,-67.00983935752505,77.40621683719243,-67.94029528584541,77.40621683719243,-67.94029528584541,79.85445180580159,-72.02981624143213,79.85445180580159,-72.02981624143213,77.42310384060403,-74.2294194184429,77.42310384060403,-74.2294194184429,73.43852976816208,-71.82210611416325,73.43852976816208,-71.82210611416325,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.85445180580159,-72.02981624143213,79.85445180580159,-72.02981624143213,86.45529189932233,-69.87351403183652,86.45529189932233,-69.87351403183652,88.13259407802136,-70.01741266950717,88.13259407802136,-70.01741266950717,88.36202925098816,-70.62575,88.36202925098816,-70.62575,88.67093757196258,-71.62575,88.67093757196258,-71.62575,88.91160298306238,-72.62575,88.91160298306238,-72.62575,89.08402548428755,-73.62575,89.08402548428755,-73.62575,89.18820507563808,-74.62575,89.18820507563808,-74.62575,89.224141757114,-75.62575,89.224141757114,-75.62575,89.19183552871527,-76.62575,89.19183552871527,-76.62575,89.09128639044192,-77.62575,89.09128639044192,-77.62575,89.0048048514166,-78.13810552844001,89.0048048514166,-78.13810552844001,84.88424864274118,-79.12934773405337,84.88424864274118,-79.12934773405337,77.40233000212979,-75.48582046427364,77.40233000212979,-75.48582046427364,77.42310384060403,-74.2294194184429,77.42310384060403,-74.2294194184429,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.40621683719243,-67.94029528584541,77.40621683719243,-67.94029528584541,81.57987325723056,-65.9958385854266,81.57987325723056,-65.9958385854266,86.45529189932233,-69.87351403183652,86.45529189932233,-69.87351403183652,79.85445180580159,-72.02981624143213,79.85445180580159,-72.02981624143213,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.53645963686351,-63.2393596813172,70.53645963686351,-63.2393596813172,74.03956827314347,-59.91280887679069,74.03956827314347,-59.91280887679069,76.32110297845549,-59.646483913876,76.32110297845549,-59.646483913876,78.35838179977989,-64.1649298840565,78.35838179977989,-64.1649298840565,76.0848658669974,-67.00983935752505,76.0848658669974,-67.00983935752505,72.53815504550897,-67.28776061255833,72.53815504550897,-67.28776061255833,70.23165819317632,-65.11820598053343,70.23165819317632,-65.11820598053343,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.10155828291784,-68.94486871800135,64.10155828291784,-68.94486871800135,64.03399240752495,-68.69741267021945,64.03399240752495,-68.69741267021945,70.23165819317632,-65.11820598053343,70.23165819317632,-65.11820598053343,72.53815504550897,-67.28776061255833,72.53815504550897,-67.28776061255833,73.43852976816208,-71.82210611416325,73.43852976816208,-71.82210611416325,70.52783746519673,-73.80335746421568,70.52783746519673,-73.80335746421568,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0840948737125,-75.27088036056863,70.0840948737125,-75.27088036056863,70.52783746519673,-73.80335746421568,70.52783746519673,-73.80335746421568,73.43852976816208,-71.82210611416325,73.43852976816208,-71.82210611416325,77.42310384060403,-74.2294194184429,77.42310384060403,-74.2294194184429,77.40233000212979,-75.48582046427364,77.40233000212979,-75.48582046427364,76.67508188104632,-77.06069588972275,76.67508188104632,-77.06069588972275,74.30983498592673,-77.43512869492939,74.30983498592673,-77.43512869492939,69.62746541981059,-77.62357433607487,69.62746541981059,-77.62357433607487,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.35838179977989,-64.1649298840565,78.35838179977989,-64.1649298840565,80.88388972344235,-65.03133109679676,80.88388972344235,-65.03133109679676,81.57987325723056,-65.9958385854266,81.57987325723056,-65.9958385854266,77.40621683719243,-67.94029528584541,77.40621683719243,-67.94029528584541,76.0848658669974,-67.00983935752505,76.0848658669974,-67.00983935752505,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.88388972344235,-65.03133109679676,80.88388972344235,-65.03133109679676,82.52763232877906,-59.42533105598073,82.52763232877906,-59.42533105598073,89.40910111851369,-60.38462144200298,89.40910111851369,-60.38462144200298,89.46716653778154,-60.62575,89.46716653778154,-60.62575,89.63445753763412,-61.62575,89.63445753763412,-61.62575,89.72823264266792,-62.62575,89.72823264266792,-62.62575,89.7484918528829,-63.62575,89.7484918528829,-63.62575,89.69523516827908,-64.62575,89.69523516827908,-64.62575,89.56846258885648,-65.62575,89.56846258885648,-65.62575,89.36817411461507,-66.62575,89.36817411461507,-66.62575,89.09436974555486,-67.62575,89.09436974555486,-67.62575,88.74704948167584,-68.62575,88.74704948167584,-68.62575,88.32621332297802,-69.62575,88.32621332297802,-69.62575,88.13259407802136,-70.01741266950717,88.13259407802136,-70.01741266950717,86.45529189932233,-69.87351403183652,86.45529189932233,-69.87351403183652,81.57987325723056,-65.9958385854266,81.57987325723056,-65.9958385854266,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.941712244740536,78.36542798458524,33.941712244740536,78.36542798458524,37.12406851612689,81.59923306380412,37.12406851612689,81.59923306380412,40.985514842041404,80.24093325895325,40.985514842041404,80.24093325895325,37.747536997119084,71.26642777596027,37.747536997119084,71.26642777596027,34.23595346193859,73.30575872243267,34.23595346193859,73.30575872243267,34.05301832241275,73.52377762653784,34.05301832241275,73.52377762653784,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.985514842041404,80.24093325895325,40.985514842041404,80.24093325895325,41.401194280431845,80.3040998520453,41.401194280431845,80.3040998520453,46.04133854703788,76.55526464833534,46.04133854703788,76.55526464833534,47.57190558583547,72.80958388189799,47.57190558583547,72.80958388189799,47.99458667397294,68.36664607642116,47.99458667397294,68.36664607642116,46.42787344346236,67.3183681798769,46.42787344346236,67.3183681798769,38.29035175399245,70.68536190221394,38.29035175399245,70.68536190221394,37.747536997119084,71.26642777596027,37.747536997119084,71.26642777596027,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
