0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
-80.47352755734843,62.59675295724861,-80.47352755734843,62.59675295724861,-77.59231072975926,63.10808689535557,-77.59231072975926,63.10808689535557,-73.17189242065245,57.8076171588231,-73.17189242065245,57.8076171588231,-76.26506674845145,54.30852636466547,-76.26506674845145,54.30852636466547,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-87.0679934074009,67.180534,-87.0679934074009,67.180534,-86.90705557829327,68.180534,-86.90705557829327,68.180534,-86.68161819277823,69.180534,-86.68161819277823,69.180534,-86.39168125085581,70.180534,-86.39168125085581,70.180534,-86.037244752526,71.180534,-86.037244752526,71.180534,-85.61830869778879,72.180534,-85.61830869778879,72.180534,-85.416192572144,72.59861682423848,-85.416192572144,72.59861682423848,-76.51012464370513,66.31616008932475,-76.51012464370513,66.31616008932475,-77.59231072975926,63.10808689535557,-77.59231072975926,63.10808689535557,-80.47352755734843,62.59675295724861,-80.47352755734843,62.59675295724861,-87.0652101086341,63.17100780804759,-87.0652101086341,63.17100780804759,-87.06674915975753,63.180533999999994,-87.06674915975753,63.180533999999994,-87.16380955627946,64.180534,-87.16380955627946,64.180534,-87.196370396394,65.180534,-87.196370396394,65.180534,-87.16443168010115,66.180534,-87.16443168010115,66.180534,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.59231072975926,63.10808689535557,-77.59231072975926,63.10808689535557,-76.51012464370513,66.31616008932475,-76.51012464370513,66.31616008932475,-74.46353484225929,66.86572285774255,-74.46353484225929,66.86572285774255,-70.386987579631,61.48562371150963,-70.386987579631,61.48562371150963,-72.19613235903385,58.260351576207945,-72.19613235903385,58.260351576207945,-73.17189242065245,57.8076171588231,-73.17189242065245,57.8076171588231,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.17189242065245,57.8076171588231,-73.17189242065245,57.8076171588231,-72.19613235903385,58.260351576207945,-72.19613235903385,58.260351576207945,-65.61596444400041,54.34027078361688,-65.61596444400041,54.34027078361688,-72.53057819331117,51.25461740628971,-72.53057819331117,51.25461740628971,-76.84523045257626,53.486720093387554,-76.84523045257626,53.486720093387554,-76.26506674845145,54.30852636466547,-76.26506674845145,54.30852636466547,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-87.18818842064601,57.180533999999994,-87.18818842064601,57.180533999999994,-87.33361050166425,58.180533999999994,-87.33361050166425,58.180533999999994,-87.41254643076984,59.180533999999994,-87.41254643076984,59.180533999999994,-87.42499620796275,60.180533999999994,-87.42499620796275,60.180533999999994,-87.370959833243,61.180533999999994,-87.370959833243,61.180533999999994,-87.25043730661059,62.180533999999994,-87.25043730661059,62.180533999999994,-87.0652101086341,63.17100780804759,-87.0652101086341,63.17100780804759,-80.47352755734843,62.59675295724861,-80.47352755734843,62.59675295724861,-76.26506674845145,54.30852636466547,-76.26506674845145,54.30852636466547,-76.84523045257626,53.486720093387554,-76.84523045257626,53.486720093387554,-81.04461170216469,50.712988459379254,-81.04461170216469,50.712988459379254,-84.38456110503245,50.30485682096458,-84.38456110503245,50.30485682096458,-84.91944674437057,51.180533999999994,-84.91944674437057,51.180533999999994,-85.4637857368648,52.180533999999994,-85.4637857368648,52.180533999999994,-85.94163857744638,53.180533999999994,-85.94163857744638,53.180533999999994,-86.35300526611529,54.180533999999994,-86.35300526611529,54.180533999999994,-86.69788580287153,55.180533999999994,-86.69788580287153,55.180533999999994,-86.9762801877151,56.180533999999994,-86.9762801877151,56.180533999999994,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-18.021874756015407,63.534100531908,-18.021874756015407,63.534100531908,-16.548014534386578,65.88984192714516,-16.548014534386578,65.88984192714516,-15.305452689135995,65.7810176395891,-15.305452689135995,65.7810176395891,-10.367505094958322,62.18408290495342,-10.367505094958322,62.18408290495342,-13.291496332375658,59.11900406126778,-13.291496332375658,59.11900406126778,-14.861212693390453,58.33895553293008,-14.861212693390453,58.33895553293008,-18.590171700273686,60.22974742845355,-18.590171700273686,60.22974742845355,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23.882482189057328,60.32745585021228,-23.882482189057328,60.32745585021228,-18.021874756015407,63.534100531908,-18.021874756015407,63.534100531908,-18.590171700273686,60.22974742845355,-18.590171700273686,60.22974742845355,-21.398506725457732,56.96297014204949,-21.398506725457732,56.96297014204949,-23.900852530739904,56.685740525211266,-23.900852530739904,56.685740525211266,-24.000098483946427,56.79991136757236,-24.000098483946427,56.79991136757236,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-18.590171700273686,60.22974742845355,-18.590171700273686,60.22974742845355,-14.861212693390453,58.33895553293008,-14.861212693390453,58.33895553293008,-17.487398697111324,55.7813788920765,-17.487398697111324,55.7813788920765,-21.398506725457732,56.96297014204949,-21.398506725457732,56.96297014204949,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-13.291496332375658,59.11900406126778,-13.291496332375658,59.11900406126778,-10.367505094958322,62.18408290495342,-10.367505094958322,62.18408290495342,-8.000701774195484,61.95935582212578,-8.000701774195484,61.95935582212578,-7.893386126443348,61.813215005946184,-7.893386126443348,61.813215005946184,-11.376761816529443,54.54934732606326,-11.376761816529443,54.54934732606326,-13.17556631415126,55.07035885195415,-13.17556631415126,55.07035885195415,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-13.497095095297036,69.69718415311264,-13.497095095297036,69.69718415311264,-8.098538285676877,70.90126398344084,-8.098538285676877,70.90126398344084,-5.708486014483501,69.64390421744848,-5.708486014483501,69.64390421744848,-4.997070323768077,67.68671219982465,-4.997070323768077,67.68671219982465,-5.002864949713165,67.65806618750788,-5.002864949713165,67.65806618750788,-8.000701774195484,61.95935582212578,-8.000701774195484,61.95935582212578,-10.367505094958322,62.18408290495342,-10.367505094958322,62.18408290495342,-15.305452689135995,65.7810176395891,-15.305452689135995,65.7810176395891,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
