,country,label_name,tfidf,country_label_count,num_country_labels,num_articles,label_count,label_count_project,idf,tf,lda
163,8,buy,4.135350547710349,780,76409,4051,10,2633,405.1,0.010208221544582445,1
164,8,vegetable,4.01871245533903,758,76409,4051,10,1365,405.1,0.009920297347171144,1
165,8,sweet,4.002807260924761,755,76409,4051,10,1278,405.1,0.009881034956615058,1
166,8,know,3.759409588827589,780,76409,4051,11,1793,368.27272727272725,0.010208221544582445,1
167,8,flavor,3.7497700770613647,778,76409,4051,11,2822,368.27272727272725,0.010182046617545053,1
168,8,egg,3.6485552035160067,757,76409,4051,11,1305,368.27272727272725,0.00990720988365245,1
169,8,meal,3.6437354476328943,756,76409,4051,11,1298,368.27272727272725,0.009894122420133754,1
170,8,chicken,3.6437354476328943,756,76409,4051,11,1289,368.27272727272725,0.009894122420133754,1
171,8,bacon,3.629276179983557,753,76409,4051,11,1260,368.27272727272725,0.009854860029577667,1
172,8,start,3.4461254564252903,780,76409,4051,12,1823,337.5833333333333,0.010208221544582445,1
173,8,local,3.4461254564252903,780,76409,4051,12,4004,337.5833333333333,0.010208221544582445,1
174,8,salt,3.3445089365563394,757,76409,4051,12,1308,337.5833333333333,0.00990720988365245,1
175,8,rice,3.3445089365563394,757,76409,4051,12,1327,337.5833333333333,0.00990720988365245,1
176,8,fish,3.3445089365563394,757,76409,4051,12,1309,337.5833333333333,0.00990720988365245,1
177,8,canada,3.3268364983182606,753,76409,4051,12,1269,337.5833333333333,0.009854860029577667,1
178,8,soup,3.1810388828541143,780,76409,4051,13,3966,311.61538461538464,0.010208221544582445,1
179,8,home,3.176219126971002,659,76409,4051,11,935,368.27272727272725,0.008624638458820296,1
180,9,uk,7.250501145475372,550,51216,4051,6,2164,675.1666666666666,0.010738831615120275,1
181,9,call,5.4675370001562005,553,51216,4051,8,4043,506.375,0.010797407060293657,1
182,9,breed,5.408214718056858,547,51216,4051,8,1344,506.375,0.010680256169946892,1
183,9,vineyard,4.860032889027734,553,51216,4051,9,1720,450.1111111111111,0.010797407060293657,1
184,9,brewery,4.860032889027734,553,51216,4051,9,3856,450.1111111111111,0.010797407060293657,1
185,9,grape,4.851244402790794,552,51216,4051,9,2597,450.1111111111111,0.01077788191190253,1
186,9,aquaculture,4.789724999132216,545,51216,4051,9,1324,450.1111111111111,0.010641205873164637,1
187,9,dish,4.374029600124961,553,51216,4051,10,4051,405.1,0.010797407060293657,1
188,9,beverage,4.374029600124961,553,51216,4051,10,3464,405.1,0.010797407060293657,1
189,9,cheese,4.374029600124961,553,51216,4051,10,3334,405.1,0.010797407060293657,1
190,9,cake,4.374029600124961,553,51216,4051,10,3025,405.1,0.010797407060293657,1
191,9,variety,4.374029600124961,553,51216,4051,10,3111,405.1,0.010797407060293657,1
192,9,feed,4.374029600124961,553,51216,4051,10,1652,405.1,0.010797407060293657,1
193,9,open,4.374029600124961,553,51216,4051,10,3920,405.1,0.010797407060293657,1
194,9,mushroom,4.342391049671978,549,51216,4051,10,1357,405.1,0.010719306466729146,1
195,9,land,4.342391049671978,549,51216,4051,10,1351,405.1,0.010719306466729146,1
196,9,body,4.326571774445487,547,51216,4051,10,1334,405.1,0.010680256169946892,1
197,9,prepare,4.326571774445487,547,51216,4051,10,2927,405.1,0.010680256169946892,1
198,9,catch,4.302842861605749,544,51216,4051,10,1317,405.1,0.010621680724773508,1
199,9,occur,4.287023586379257,542,51216,4051,10,1285,405.1,0.010582630427991253,1
