,country,label_name,tfidf,country_label_count,num_country_labels,num_articles,label_count,label_count_project,idf,tf,key_phrases
0,0,food_additive,2.28171226988409,19,33733,4051,1,21,4051.0,0.0005632466723979486,1
1,0,dietary_supplement,1.6812616725461715,14,33733,4051,1,25,4051.0,0.0004150238638721727,1
2,0,organic_compound,1.5611715530785877,13,33733,4051,1,13,4051.0,0.00038537930216701747,1
3,0,colorless_liquid,1.5611715530785877,13,33733,4051,1,13,4051.0,0.00038537930216701747,1
4,0,mg_kg,1.3209913141434204,11,33733,4051,1,21,4051.0,0.0003260901787567071,1
5,0,soluble_water,1.2009011946758368,10,33733,4051,1,10,4051.0,0.0002964456170515519,1
6,0,hydroxyl_group,1.2009011946758368,10,33733,4051,1,11,4051.0,0.0002964456170515519,1
7,0,citric_acid,1.2009011946758368,10,33733,4051,1,21,4051.0,0.0002964456170515519,1
8,0,mg_day,1.2009011946758368,10,33733,4051,1,13,4051.0,0.0002964456170515519,1
9,0,health_claims,1.2009011946758368,10,33733,4051,1,18,4051.0,0.0002964456170515519,1
10,0,ld50,1.080811075208253,9,33733,4051,1,11,4051.0,0.0002668010553463967,1
11,0,european_food_safety,1.080811075208253,9,33733,4051,1,13,4051.0,0.0002668010553463967,1
12,0,sugar_substitute,1.080811075208253,9,33733,4051,1,9,4051.0,0.0002668010553463967,1
13,0,smoke_point,1.080811075208253,9,33733,4051,1,13,4051.0,0.0002668010553463967,1
14,0,amino_acids,1.020766015474461,17,33733,4051,2,34,2025.5,0.0005039575489876382,1
15,0,carbon_dioxide,1.020766015474461,17,33733,4051,2,38,2025.5,0.0005039575489876382,1
16,0,infant_formula,0.9607209557406694,8,33733,4051,1,14,4051.0,0.00023715649364124152,1
17,0,small_intestine,0.9607209557406694,8,33733,4051,1,12,4051.0,0.00023715649364124152,1
18,0,generally_recognized_safe,0.9607209557406694,8,33733,4051,1,12,4051.0,0.00023715649364124152,1
19,0,artificial_sweeteners,0.9607209557406694,8,33733,4051,1,11,4051.0,0.00023715649364124152,1
20,1,brewing_company,3.7186312990630537,29,31592,4051,1,40,4051.0,0.0009179539123828817,1
21,1,pale_ale,3.2057166371233223,25,31592,4051,1,27,4051.0,0.0007913395796404153,1
22,1,alcoholic_beverages,2.8210306406685235,22,31592,4051,1,36,4051.0,0.0006963788300835655,1
23,1,anheuser_busch_inbev,2.6928019751835905,21,31592,4051,1,22,4051.0,0.0006647252468979488,1
24,1,pale_lager,2.5645733096986576,20,31592,4051,1,21,4051.0,0.0006330716637123322,1
25,1,craft_beer,2.308115978728792,18,31592,4051,1,22,4051.0,0.000569764497341099,1
26,1,non_alcoholic,2.308115978728792,18,31592,4051,1,25,4051.0,0.000569764497341099,1
27,1,beer_brewed,2.179887313243859,17,31592,4051,1,17,4051.0,0.0005381109141554824,1
28,1,alcohol_laws,1.9234299822739933,15,31592,4051,1,15,4051.0,0.00047480374778424917,1
29,1,alcohol_volume,1.9234299822739933,15,31592,4051,1,19,4051.0,0.00047480374778424917,1
30,1,breweries,1.8464927829830338,72,31592,4051,5,84,810.2,0.002279057989364396,1
31,1,scotch_whisky,1.7952013167890606,14,31592,4051,1,18,4051.0,0.0004431501645986326,1
32,1,list_cocktails,1.7952013167890606,14,31592,4051,1,17,4051.0,0.0004431501645986326,1
33,1,pernod_ricard,1.7952013167890606,14,31592,4051,1,18,4051.0,0.0004431501645986326,1
34,1,alcohol_consumption,1.6669726513041276,13,31592,4051,1,17,4051.0,0.00041149658141301595,1
35,1,malt_whisky,1.6669726513041276,13,31592,4051,1,14,4051.0,0.00041149658141301595,1
36,1,beer,1.6135440406854056,151,31592,4051,12,240,337.5833333333333,0.004779691061028109,1
37,1,alcoholic_drinks,1.538743985819195,12,31592,4051,1,15,4051.0,0.00037984299822739937,1
38,1,brewery_founded,1.538743985819195,12,31592,4051,1,12,4051.0,0.00037984299822739937,1
39,1,spirits_competition,1.538743985819195,12,31592,4051,1,14,4051.0,0.00037984299822739937,1
40,2,black_sea,2.9852616064848934,13,17641,4051,1,16,4051.0,0.0007369196757553427,1
41,2,species,2.9342314935535274,115,17641,4051,9,330,450.1111111111111,0.00651890482398957,1
42,2,omega-3_fatty_acids,2.066719573720311,9,17641,4051,1,18,4051.0,0.0005101751601383141,1
43,2,baltic_sea,2.066719573720311,9,17641,4051,1,10,4051.0,0.0005101751601383141,1
44,2,game_fish,2.066719573720311,9,17641,4051,1,9,4051.0,0.0005101751601383141,1
45,2,sea_floor,1.837084065529165,8,17641,4051,1,8,4051.0,0.000453489031234057,1
46,2,commercial_fishing,1.837084065529165,8,17641,4051,1,8,4051.0,0.000453489031234057,1
47,2,fish,1.6648574343858056,87,17641,4051,12,232,337.5833333333333,0.00493169321467037,1
48,2,freshwater_fish,1.6074485573380193,7,17641,4051,1,12,4051.0,0.0003968029023297999,1
49,2,fly_fishing,1.6074485573380193,7,17641,4051,1,7,4051.0,0.0003968029023297999,1
50,2,sport_fishing,1.6074485573380193,7,17641,4051,1,7,4051.0,0.0003968029023297999,1
51,2,dorsal_fin,1.6074485573380193,7,17641,4051,1,7,4051.0,0.0003968029023297999,1
52,2,atlantic_coast,1.6074485573380193,7,17641,4051,1,10,4051.0,0.0003968029023297999,1
53,2,critically_endangered,1.6074485573380193,7,17641,4051,1,9,4051.0,0.0003968029023297999,1
54,2,brackish_water,1.6074485573380193,7,17641,4051,1,8,4051.0,0.0003968029023297999,1
55,2,spawning,1.515594354061561,33,17641,4051,5,34,810.2,0.0018706422538404851,1
56,2,anglers,1.4926308032424467,13,17641,4051,2,13,2025.5,0.0007369196757553427,1
57,2,fisheries,1.4434231943443439,44,17641,4051,7,45,578.7142857142857,0.0024941896717873137,1
58,2,north_atlantic,1.3778130491468736,12,17641,4051,2,15,2025.5,0.0006802335468510855,1
59,2,froese_rainer,1.3778130491468736,6,17641,4051,1,6,4051.0,0.00034011677342554275,1
60,3,grape_varieties,8.288599758669536,39,19061,4051,1,40,4051.0,0.0020460626409947013,1
61,3,pinot_noir,5.738261371386601,27,19061,4051,1,29,4051.0,0.0014165049053040239,1
62,3,wine_regions,5.313204973506112,25,19061,4051,1,26,4051.0,0.0013115786160222444,1
63,3,cabernet_sauvignon,4.888148575625623,23,19061,4051,1,24,4051.0,0.0012066523267404649,1
64,3,wines_produced,4.888148575625623,23,19061,4051,1,23,4051.0,0.0012066523267404649,1
65,3,red_wines,4.675620376685379,22,19061,4051,1,23,4051.0,0.0011541891820995751,1
66,3,wine_industry,4.675620376685379,22,19061,4051,1,25,4051.0,0.0011541891820995751,1
67,3,wines,4.1088785128447265,116,19061,4051,6,133,675.1666666666666,0.0060857247783432135,1
68,3,white_wines,3.8255075809244006,18,19061,4051,1,18,4051.0,0.0009443366035360159,1
69,3,vineyards,3.4535832327789726,65,19061,4051,4,69,1012.75,0.003410104401657835,1
70,3,sparkling_wine,3.1879229841036674,15,19061,4051,1,22,4051.0,0.0007869471696133467,1
71,3,grapes,3.0816588846335446,87,19061,4051,6,102,675.1666666666666,0.00456429358375741,1
72,3,winemaking,2.904552052183341,41,19061,4051,3,45,1350.3333333333333,0.002150988930276481,1
